sample_id,current,ton,toff,cycles,agno3,kno3,pvp,citrate,particle_size,uniformity,dispersion,overgrowth,power,pressure,sputter_time,distance,ptfe_thickness,ptfe_uniformity,film_quality,current_density,electrolyte_type,electrolyte_conc,stability,fe_co
S0015,4.4546743769349115,0.8748428378657095,1.3904276293051623,60,0.06595726778403749,0.47866687267996344,1.0362114988443916,0.030449253274895085,33.54890797373748,77.09950380455508,65.77654575195896,9.615650691230252,58.04728794872514,1.881709144376162,171.8895229973184,3.350250855043297,16.616124569091557,59.64842804680774,64.88479669921503,158.93989982847722,KHCO3,2.2994317045518713,90.06151790994335,81.92921876432351
S0016,4.484685687215243,0.9216636765264951,0.44933152944963317,451,0.01385281844622004,0.06911932408118043,3.566179340416684,0.01980955167202896,42.84133625702465,77.55198647710974,70.22048379613227,10.51986265489023,71.03640754694447,0.27337815232619134,366.5171501662006,3.4857672045837944,33.46922129814194,62.21488191643284,74.05935869610504,246.55004735956598,KOH,0.6962542652134867,72.7364996888106,82.97874874612782
S0017,6.780602616231217,0.07046718025631511,0.17393828077552698,270,0.06899923876982789,0.6749258587305695,1.9331008631691708,0.006569211648965923,41.579845462709265,74.17702570873264,66.13158188479296,4.612466748093334,64.46294635223762,0.13705503045998843,69.9672860757841,8.618754138941433,15.513810700053368,58.59783210965394,57.26870674223689,383.2039050726154,KHCO3,1.6783289940991641,76.14103005579013,82.82318289033532
S0018,10.97037220101252,0.2841088716657317,1.364193611128679,270,0.010210018159542693,0.5863866721705489,3.312419734708041,0.08871193172236985,46.532381208165454,71.447639261133,59.387330068968524,9.813112176871748,128.1910838720974,1.6308391057142868,44.98970421026108,8.663228896551324,15.930484617325853,51.92512066421253,63.801212135349935,250.91505845738658,KOH,2.4324151713303026,77.93607353012581,67.54206060630811
S0019,9.206955354200199,0.8081392669951307,1.3124773164194592,359,0.00390705175113684,0.9903068046517453,1.7348132986727922,0.04198486976863176,56.00835108824103,72.48136967672494,66.8832670111363,16.944091825125554,55.72371539982707,0.3055218363464427,178.7863392172661,4.717133019413568,23.010230163475235,63.944706776030564,66.4518258075068,80.82840530369857,KOH,1.6573263484794105,75.28318498087957,79.34864791862574
S0020,6.533353663762797,0.7507770934798218,0.5537864587264366,361,0.08247288617592713,0.2467671900044206,1.9537757616481854,0.04968955185000489,45.24339653171855,73.62165061798521,67.23132871338768,14.661577436892053,115.3098930038561,1.9747239125528053,336.6985039188489,7.306597419601425,36.750926965301744,49.16321249541981,71.27113709614319,125.87164762214405,KOH,2.733091883711047,79.3495989793741,77.44728258737045
S0021,12.62520499972521,0.19267580916281357,1.9022184888783167,17,0.021765541820684457,0.5354299817339675,0.7933943684484246,0.0916942048200916,38.86566704156761,72.82541519255611,61.81831441080675,6.618936210030178,32.22777662971653,1.2767616730217908,547.3413401483796,6.102260526012617,24.869957732786954,52.31918759117987,71.92958637484871,406.0839856027755,KHCO3,0.26965357533644385,68.2865804516689,75.67075518257244
S0022,3.6503833523887947,0.2172558301033432,0.3106052046439915,329,0.03852368549569064,0.6544477617668919,1.2911550983308002,0.07762904775159479,36.875768847504,76.75810436356053,68.02534566911096,11.147855280230694,143.68152842297403,1.3366461509828673,512.468050495165,7.428872289824591,50.972300309898195,48.97555726903718,83.7669853019132,341.7678840731276,KOH,1.8061101519252682,82.082966470319,79.56128406998972
S0023,6.550748322169145,0.3767673817634682,0.8703462540747778,147,0.09737228160764115,0.6481452629949201,3.0270587875379364,0.013050126411718422,36.82688678223206,82.16716833378617,67.57657773782833,6.50206925491118,100.90116284231173,0.477894235582233,309.554482154956,9.040154988694574,37.66940157346083,51.99552241631851,69.93318953072438,306.4214647994602,K2CO3,1.7290908123787312,82.62290289635465,83.746860077805
S0024,7.960875022580142,0.4896777553391111,1.8877956811335217,47,0.03434720968424922,0.5656806075189187,2.165815556575832,0.05654199676077424,34.00773238822315,80.72959209984462,67.47381099328777,4.358242601445277,111.87341501579282,0.5565933895636814,51.119636405290876,3.5589949720757956,22.578845753555914,62.27326038877141,67.19748611525395,125.42988683993059,KOH,2.0150246527737856,98.19204301572965,93.50708973230697
S0025,9.665329700123683,0.622072223814993,0.8452573606829834,120,0.030352488347048213,0.7791587302239532,3.8715134147229757,0.04422522765195591,44.08734208754177,80.30430250730504,69.33486454216836,5.68121027524814,58.74511317227863,1.3527655758885753,335.09405873870617,8.445890981919181,23.913649280779314,54.888578536676164,64.73258350091064,426.9908504076527,KHCO3,2.5168798321728922,77.22928315163554,73.50242430670507
S0026,15.918343266467259,0.3752245031740747,1.2806666358515302,489,0.09190259196265475,0.21293139743154826,4.262924774691713,0.07972110725787629,66.25396568727284,67.26009937369791,60.411573140028544,17.55532633213182,73.5725539320549,1.8284809920749743,431.73349195741844,6.451203731647276,29.700517140106804,51.79700369565218,70.48029180951826,482.3330493138125,KHCO3,2.2049739445813454,52.53145474422841,62.67667834752802
S0027,4.793801861008835,0.4679093689718164,0.8012128519459606,377,0.011964096086576854,0.7283709282716717,2.7082320910837994,0.07242325476119492,39.02426308774756,77.66111539123916,70.6460408623814,9.08824802568916,49.09119021522691,1.9665420535833766,223.32378353926924,6.948888606333975,12.805935812823606,56.968091873479196,62.988294658890354,68.3991938708013,K2CO3,2.391819932581241,88.11083027576983,89.53716733117412
S0028,10.770454329858621,0.749996228752419,0.5556882526738534,229,0.07619865860134856,0.6235372257187582,3.791336460280296,0.0690405721911072,56.02506427328883,72.91295856860505,63.25785421498571,9.093550697117895,141.22969115428913,0.47625879859907794,93.30608287054318,7.577519520119842,37.28252696489625,52.45762206385127,69.97011172256045,85.11434179423489,H2O,0.9375685045811023,84.10354009327996,69.58869656157299
S0029,12.255876808378806,0.04631637086169192,1.9681155194400581,346,0.09881849109862463,0.8971143606766276,1.53452256597285,0.03405448354798969,47.179389462505156,70.10081200006468,62.47967286531909,12.708066337558527,83.4535781231791,0.35482728314860135,188.78373332722586,9.458362043903751,22.71551091634503,55.48499157946146,62.34352753881219,448.1260264915541,K2CO3,1.2237423978499975,69.98923991257932,68.28406151766653
S0030,1.8825578416799567,0.25991257490058056,0.8245746725669356,232,0.09022830506669025,0.8487224946432459,2.074856077000391,0.08049637303992546,33.084247358967446,80.66331438453895,78.5338777029354,7.758509252280934,101.9582550355387,0.2071625797455019,469.80565274665395,3.397039674862165,50.50418020893747,58.33060181482361,83.08841227112293,416.99851431445774,K2CO3,1.917653224734068,93.87690821119743,78.3067561645291
S0031,12.54335218612733,0.716216090025707,1.7892574153214775,145,0.06551512395193618,0.32199556874122776,3.563888381084155,0.005239129559486123,47.65185352766757,71.97708904274711,63.596704638076226,10.360921145566387,115.45536396899301,1.749764334506523,230.20898440149716,3.2063344648711336,34.297972438004756,55.767980781752826,74.015775678887,328.07050498008215,KHCO3,1.7050382685823122,75.9846564273716,79.79283263078149
S0032,4.239958350058539,0.8962547693103273,0.4676096657232615,265,0.03209201870428047,0.28347495172540155,1.9310599640851533,0.015962490143216723,43.82230478082035,74.56757736553585,69.54875129022126,12.31321716152249,68.24379184294006,0.6599582090272906,492.82944969085474,4.2478324704214145,36.05335529341098,58.23088778121387,76.87216078759955,475.23434404376206,KOH,2.8872012374145557,73.83149574859112,76.37004484479942
S0033,2.235980266720311,0.5165606676945095,0.43407836100991576,369,0.026177876136653358,0.9818367906139234,2.942524675794944,0.03356232729779118,31.07889032110303,81.86421240923973,72.72184067463833,6.503799188143401,113.61321509008836,0.10344286435157816,212.12722753026122,9.905134082187155,26.92184770270053,50.255879798816125,70.63539931576773,340.8937600964014,KOH,0.6418200498098161,83.86076411369866,82.24692589473612
S0034,19.02882520781333,0.5367923504126625,0.0719568249401776,418,0.08210625538227466,0.531992529106104,0.9268638954125574,0.0076807441069281284,79.95852053403064,53.51217466118873,47.10721257595771,22.01375046595119,107.87902366832422,0.5252543635072148,123.22637189587634,8.005534571644429,28.76932639160215,55.8675008839088,68.68612904786914,147.1933740782765,H2O,1.1187072801083109,42.00039530686451,60.67523726822442
S0035,19.347008628416628,0.11610029122637829,1.3068169824980111,338,0.08810236948121784,0.9073567542752925,2.99885657485249,0.023499427753469162,70.42128550893328,62.91128218666026,50.34445123308271,13.160814112608806,111.73571340361305,0.746838052188895,278.43356492275666,7.302487833381513,35.23049630173512,54.30261212685143,71.01820669853038,377.8890456726051,H2O,1.760990176526079,59.65525562844876,58.4129276721222
S0036,16.35954961421276,0.4529382431552201,0.7433674240102847,459,0.0530180563420236,0.17224221354267738,4.307568536134468,0.08301509829979181,59.270560249649876,67.47594268207001,56.9676425348409,12.387921873523645,83.59988702659967,1.982873722043702,287.7964720048092,3.329273373903235,27.695668905231056,58.100490832705084,68.53625107585563,340.5696551355368,H2O,2.6170949328148407,66.33819445954543,60.74131763394551
S0037,6.787661614294043,0.5372910937904729,1.7300729171808777,472,0.02518965413786015,0.6463907256521726,4.343198199117128,0.09482515377900794,41.60042495644965,79.79095199109082,68.82308602886184,11.580539438463664,69.78185969791022,1.0947290283284552,39.18168457312208,9.153771567250754,9.306456377995877,59.01270565310368,57.37499973782078,493.5851159045132,H2O,2.795110721603876,66.75209129308897,72.49410517959119
S0038,2.8557701661212933,0.2500457985983824,0.9516877143161987,443,0.012181377632706183,0.8117615854869803,3.6217220316476983,0.03046023557741905,35.34937966629484,82.02607941320889,74.01586876952202,5.729483729782479,48.87068446716868,0.4889565004306925,96.7156914426059,8.689297973080116,12.128401530378214,58.71003774569601,59.63436286155382,146.2530813686563,K2CO3,1.0745053594000358,99.16930750002476,83.51436177220214
S0039,14.00042750373098,0.2765507986398872,1.9367049215502963,460,0.009630767315351285,0.9479212970905824,3.7287668953806303,0.026451580398883824,54.336789929159515,72.24172248081189,62.79760879825374,8.244681501988689,127.20142586411608,0.736154854955557,135.40783070050594,7.653600307069595,31.31501698973119,53.628693340270615,68.64415638618495,319.04822136316955,K2CO3,0.2946145384264197,69.63586824323474,71.87818162883316
S0040,9.362897381052425,0.3835113214735764,0.3791957762492111,58,0.07218866728803171,0.34396673960685326,2.7896372257535034,0.027989265224642693,43.16217726241064,76.02032332544933,63.84990593147871,3.280982951373932,99.08550604911822,0.727584606358069,94.74477090584469,5.373915708392919,21.75186195294513,56.78148658664222,64.8630582453221,401.07538500130516,KOH,1.3226971239743368,82.17031807908884,76.90915603886756
S0041,3.3187264620507975,0.029870485799949102,1.7385601042316654,301,0.04259175405692477,0.7277313582248119,2.923340450829124,0.027771908735084384,23.437074785956437,83.00856214948483,73.93523049375337,3.915685048562156,77.76578549267435,0.13747891828003342,224.66986299017736,3.4935346889778014,25.51157630697698,66.12000325134525,71.83743582157507,202.54239020217685,K2CO3,1.2435980153771706,103.49956958743903,86.99337715176951
S0042,10.408361292114133,0.3288583739273465,1.555427737055566,391,0.09063062755350917,0.5434248789492229,0.66825290705259,0.0035930182185972995,57.21629114794568,65.64651009506993,61.34363245389785,16.795974654371992,142.71946787237948,0.35684780292571716,579.8350277017003,7.060269415306458,58.30259962082327,45.98486037903133,81.21754115558127,220.85581239420696,KOH,2.9608124969960996,59.93084494825611,73.04434184864247
S0043,1.6533819011891495,0.2193335269265792,1.5441344708416636,333,0.07422745877194961,0.0700226368058035,2.2192959421065055,0.09269163463311081,27.66145005404813,82.14553389843348,77.97059912518324,5.729517559696464,26.219045625915044,1.4208732734361014,320.2568468464344,8.037862000225863,18.88936915619579,56.77730807354461,60.82118240538294,449.55582724774433,KOH,1.3500776084432893,91.073469241598,83.85420825673734
S0044,18.27708763949686,0.3342223786561355,1.6911186239526064,87,0.019934781373544087,0.6930997399358539,2.253881419431819,0.021369814157032842,54.4321455477725,71.24501987536921,50.58550445106673,8.046548972081043,130.52235287665619,0.3284768744843958,387.7069336062685,3.659682453340732,52.656543929299644,55.402610572387744,83.3415147338426,231.8876958239966,KOH,0.9865966979793653,72.66413312113687,71.94370922376952
S0045,5.916819650400321,0.12856451050105872,1.5244377419765678,114,0.06176396446275421,0.693195592655465,4.792489178338701,0.0420004074081405,24.01646266687019,87.57363842610499,70.56445901416943,-2.469405721135017,149.6857370829764,0.5383951255516257,233.14029275812607,7.436373618589472,42.29727072273426,51.835674598398036,76.70351321453285,331.1297833530265,KOH,1.1595943861513087,86.68695470632312,87.19792683698677
S0046,13.587923402725657,0.891622007932496,1.2561784400465166,178,0.04411503998541778,0.9313007367980717,2.155434313116447,0.000968688274096774,57.195279692269764,65.79790882843648,56.59337091967581,15.11442881904355,135.30247441477275,0.7664008669681867,214.38802413659326,5.004562475210109,38.39430331412225,52.91811857188,67.18135076052572,450.1571618870715,KHCO3,1.2510862138090602,53.97285532514433,63.21249056676376
S0047,6.9225104456988085,0.5976565290185082,0.27117730658795125,226,0.0581477233460927,0.5023393217072827,2.746713224513788,0.08579550909150573,41.34524298952617,75.91061719735443,66.2068933220572,12.299033079547913,125.35675613003129,1.539696394554358,43.19365999155477,8.349709548538682,19.90806695381579,53.786166691054724,63.11681278804087,144.4219623907526,KOH,2.4824671083701864,82.35908037719942,82.72249340140694
S0048,10.881292402378406,0.6823112959530447,0.07472709718759131,387,0.0740688432105132,0.23794841150340953,2.6662569963955125,0.07311573444549173,55.096073550071324,65.91109744360631,57.42409522136392,18.01366551047939,68.6597791428222,1.2065618332490857,315.19018373533277,6.77731095421286,26.150211120769523,53.674265234979934,68.895742004177,491.8447833586726,K2CO3,0.3349431892106661,60.17538061488581,67.90930324457352
S0049,11.387495307522313,0.791279526221265,1.8424872171532167,128,0.0808133922193753,0.054118185214192364,3.1838085852216356,0.09467560351737032,47.41872410897021,78.98395334266253,66.02180065671908,11.90934922740136,50.07084369409816,1.4090999714782797,305.6571338484498,3.903257514673057,26.932979780993154,62.562676863660016,65.46297522216221,365.8790902866466,K2CO3,1.0178704417375775,76.61195659169319,81.67699468403146
S0050,4.512234654985013,0.5034577769397667,1.2371341258962687,199,0.08452999531426571,0.42148576481904665,3.7411641566594795,0.07816154791963992,30.315907436796564,83.07211878734252,71.16909204286205,7.6201518579945855,115.53056766494814,1.1773234182983272,119.96351392324013,6.685636134132652,29.39458466999285,52.983441672543904,66.40534319846971,273.2547623636502,K2CO3,2.9023236265305887,93.55935054436493,90.26418030199274
S0051,19.422107927526614,0.09605108520654945,1.595109209042591,264,0.026143512582630448,0.3088975330767268,1.1252093808543606,0.031370651205206525,65.48778039223006,66.09285496198119,50.276762454772204,8.569358974516938,59.59479761751389,1.398825607921551,465.6646801178211,5.77015804356703,32.673167037462335,57.19254336712797,74.23310983307788,243.91425395794894,K2CO3,0.5439972639165198,61.83953904050946,67.26254684357419
S0052,15.727523643861176,0.5417354764003623,0.9682294795099746,379,0.004080444391818411,0.7634774229636369,2.6436220954921783,0.024787335872842365,61.616622817176626,66.56640705525656,54.22259501421911,14.15816266773623,42.88515868014619,0.10540009196154765,310.8243682772717,4.262491777971563,34.15490788020383,61.80147717901759,68.58993969888795,479.46407699817706,KHCO3,2.2535438324445107,65.93436549790493,66.47200391931071
S0053,18.850479889719594,0.5909727068406704,0.243443296035165,275,0.07419017878131255,0.36072508719263613,4.129588536580152,0.0697716307553293,71.53790725612797,64.91454077977033,50.99375981749018,11.919377499896612,122.24836532346687,1.868706474305716,223.22656299209677,8.890610068434862,29.43726345972485,47.30511697419219,70.52650674867802,142.57617238834985,H2O,1.1335411534750421,61.88226916129979,58.47952003651259
S0054,18.001719658125328,0.7479850794424867,0.25911972648307535,158,0.011528028899321686,0.9495804843516955,2.315573569187557,0.03641127750104994,67.87587751428816,67.36475455353589,46.96556431324319,14.183884539038369,60.63067479077389,0.31074843866213236,113.73807814306838,3.0771991394939535,19.29846172033699,65.6100736722033,64.8693742776927,190.2574655806826,H2O,1.7871780259641237,61.95518625434525,65.69666653849023
S0055,12.360099597410617,0.4373429507673826,1.3742749215856531,173,0.0321770392726838,0.9626871009579064,1.392287731867865,0.05662150157526166,53.22188042252658,73.55379694154722,61.53007065193349,5.13841616626125,138.87742483335398,0.8718732823561192,344.73167137347707,5.184897938146742,50.79565078214922,51.52589627273487,81.42239538501471,188.50673999656613,KOH,0.38868931167575793,74.1766257109841,76.64939316111736
S0056,18.51561046543922,0.13630449976760814,0.8663087308499308,149,0.0013778962783103674,0.624699504315531,3.2735453767814953,0.000625747102647023,60.41318576058701,69.70110751436864,50.07591388473493,6.851818328153129,129.28224382648628,1.564972903465224,459.10570487062154,3.088165267185987,44.79911189681713,51.75917579853357,81.6867367123116,180.05285063050857,KOH,0.988593835326445,72.2178999648694,70.95129479836378
S0057,2.6813575389864703,0.29093814674073726,0.4090442061336701,356,0.06848527875776039,0.9293736841447341,4.118836978995615,0.006188570168047525,32.734552357995426,80.63808411217626,71.99707205223372,5.40258425432329,130.19324283620318,0.9269383642179054,190.73963103043386,3.672048625543069,38.938613306427115,55.833905699352705,72.66817187809418,260.84212034706013,K2CO3,1.552508330816576,105.57611518059767,81.91847122587022
S0058,4.723674385963759,0.36945147343464874,0.9882731480154594,497,0.017546069135650905,0.7632458010693507,0.3157014646369566,0.05353679411816512,41.81016192586261,68.3284469137694,72.79674388445481,16.635135534862343,120.3040643872574,1.89900084816828,154.71278039873187,5.079673534211567,28.85285864672308,55.008795582423346,71.63368334503393,495.1306549705249,K2CO3,0.7719319087099893,72.23293160364557,64.08698948298452
S0059,1.8593184893002233,0.6494580689182852,0.13777578477951685,267,0.06587295855947417,0.5513910445653749,3.8839524170361357,0.056607164644816514,34.736299726677835,81.89120169834312,75.48319594233116,9.612676282489687,134.51458509071577,0.9884190021476568,327.5029295168089,3.379898297725615,50.46496146948443,55.788129799671225,76.7531641360842,449.9540450222978,H2O,1.6714228348541413,81.24320392754412,73.48435514174793
S0060,7.181276284502022,0.5750705216222227,1.1681230898096535,383,0.09918251909961605,0.18850485606855036,4.108239664808856,0.07514529444593437,42.85209909503509,76.761433017097,71.48761672259616,9.116698130507565,124.74709598315562,1.7623848706450755,118.54568243070965,7.176413726499988,27.950410988977637,52.21511752673522,64.8091845880951,197.57730574466876,H2O,0.7373020107818773,89.97340109008705,75.83297314320203
S0061,8.384868504100158,0.3625357586388678,0.5452968748258443,278,0.008194416289391613,0.4640119640787016,2.307614637943034,0.013196531962396174,44.07680827375338,75.22071266026916,65.20228726461465,6.43590970692814,98.32647726471473,1.6405734153883147,409.9696303587424,3.6080403559032797,41.03501122291216,54.756359317298255,77.04159569624112,240.29155207856195,K2CO3,1.9852916026866063,80.16326616420743,80.76844183453328
S0062,6.155631603704022,0.9866500963050499,1.5971426102680044,190,0.008630723183194609,0.5652657187289915,4.916528284092337,0.051318308375677885,32.08899221780027,85.33783728586047,72.0504165793688,6.479402934664941,58.45695341564221,1.963873975317498,375.04586792821135,7.911995438462666,26.273911766934624,53.309583637192645,65.8071449159428,351.2663358736691,KOH,2.7226275867259115,95.96319409034487,87.14142628009064
S0063,16.746012673886657,0.6097170711633183,0.6276202982579118,169,0.03469762917400082,0.8653219649276601,3.9335417035365454,0.019444764443168863,59.352877600791174,72.01795471026743,52.10565927188571,12.815775753960178,135.46719511783937,1.8604407834268533,79.63676826711432,3.368494788390128,27.10147978342937,58.631626001312824,70.56300158989498,57.718256313476346,KHCO3,0.3479170483195571,70.72096162899284,71.52916593678215
S0064,7.778313207178196,0.24485452381863454,0.9158880966727844,360,0.08677226491088287,0.48652004277030825,3.8683128244783287,0.00931961195626947,43.47544025951881,77.17768379913828,67.26123874682061,8.599205955133213,129.27847096051494,1.8064352859544694,50.81661624738311,3.4151622636076775,30.32193971771498,58.536142608621645,67.79981728265359,419.06914640854154,KHCO3,0.7281865037506504,77.28397717298888,74.89267570894852
S0065,6.337755684060235,0.1107646478941997,0.03312487441712027,409,0.022337457010341854,0.898697925951177,3.739192872060359,0.04104957940605546,46.73824200552093,74.53436745727944,65.73404201089635,3.90411655235318,81.47431188737086,1.4900482469869898,383.56453197549337,5.137281293232864,30.163496088713593,54.872494383009254,69.80394063224172,445.90912579036376,H2O,2.5488267790549566,76.87550638576754,78.30564968885898
S0066,11.31122558000672,0.1613305477924887,0.15416930671117218,297,0.03667740417310441,0.6776054892332343,0.75304051609137,0.016333664808905725,52.504319013522675,62.73247074319935,55.58629186786689,10.206118908587184,25.080229180254175,0.7972964798096194,197.74745117358225,9.276000674784942,10.033221490915665,55.377802299206095,56.436413936547694,435.74015044604033,H2O,1.931505107781677,56.899232072089355,62.8178911347296
S0067,3.6775602745204905,0.25349815110066304,0.7910621772493028,297,0.0077820352560709774,0.14562907242313466,1.086154432265054,0.02217819781923186,31.882769312986348,75.51810973151154,66.80786928412338,8.163940764700024,103.01068456224876,0.30163829527331465,79.27407930883717,7.489752741063215,23.045952747004023,53.393027428002924,68.22700308286863,218.77447409849128,H2O,0.3282558597134392,78.2365018510725,72.2964173023878
S0068,16.241742634326755,0.16907455952696013,0.9650782810870758,389,0.07655237383463005,0.995031555631842,2.319950657322125,0.031755457986950175,69.3153984145134,67.9271713585732,54.49413306682036,14.45105956126453,26.577590977955623,1.408425599302341,462.8743618251973,8.390919043502436,17.84239356052258,54.02608783408553,62.78719126819653,257.89977831389365,KHCO3,1.5104153338175366,53.975768884634434,61.579204867460305
S0069,2.4164622299156457,0.1947013538107927,1.2040408907574145,235,0.04142232793318566,0.5319603341463734,1.3200217497973292,0.025938840074319625,27.25909320208842,84.13612051463085,76.11709732166864,4.718266999023894,140.41639504029294,1.9594427545421333,209.00508172005715,3.9908647663397425,37.71732162206404,49.589677458158704,76.8991962218556,55.574744856690124,KHCO3,0.7082996935328715,93.38105607792089,90.14977624035568
S0070,19.75085179540983,0.2922442170069086,0.5904085316315134,20,0.07616562457302345,0.3979397134449881,2.0762048616702025,0.00875912974059464,64.41496521501887,64.77801478955716,49.31446638923587,7.9604677960463555,145.0120633612899,1.480548430930551,291.9717432937874,8.83887803273072,39.93875863315165,46.75497145863679,73.39416750398772,229.72790661959786,K2CO3,0.6773795428032022,64.43483678868378,60.0556771617569
